freq,s11,s21,s12,s22
1.672E9,-24.146,37.738,-47.180,-13.192
1.674E9,-24.177,37.727,-47.164,-13.169
1.676E9,-24.392,37.714,-46.925,-13.151
1.678E9,-24.424,37.702,-47.160,-13.184
1.680E9,-24.620,37.689,-47.013,-13.180
1.682E9,-24.692,37.678,-46.813,-13.172
1.684E9,-24.851,37.667,-46.859,-13.186
1.686E9,-24.966,37.654,-46.962,-13.190
1.688E9,-25.054,37.642,-46.566,-13.201
1.690E9,-25.202,37.630,-46.994,-13.217
1.692E9,-25.376,37.617,-46.879,-13.223
1.694E9,-25.456,37.606,-46.859,-13.213
1.696E9,-25.604,37.594,-46.697,-13.206
1.698E9,-25.732,37.584,-46.774,-13.219
1.700E9,-25.858,37.572,-46.452,-13.234
1.702E9,-25.995,37.558,-46.814,-13.230
1.704E9,-26.117,37.546,-46.491,-13.264
1.706E9,-26.278,37.534,-46.441,-13.273
1.708E9,-26.471,37.522,-46.596,-13.237
1.710E9,-26.529,37.510,-46.530,-13.282
